,given_name,surname,gender,birthdate,country_of_birth,current_country,phone_number,postcode,national_insurance_number,bank_account_number,cc_status,blood_group,avg_n_drinks_per_week,avg_n_cigret_per_week,education_level,n_countries_visited,bmi,birth_year,age,age_groups,smoking_status,level of drinking_status,level of bmi,countries_visited,continent_of_birth,NI_enc,hash,postcode_split
627,Hannah,Armstrong,F,1993-09-16,Sierra Leone,United Kingdom,(07700)900069,L8W 0AZ,ZZ 06 96 93 T,40215363,0,O-,9.4,108.2,secondary,5,23.56,1993,29,20-30,intermediate smokers,high,healthy,2-18,Africa,b'ZZ 06 96 93 T',56ecc9de5fab182ca1810fcbc19f5c654a237f53,L8W
628,Sean,Hill,M,2003-09-14,Suriname,United Kingdom,07700 900001,BA6V 9NY,ZZ932853T,12335446,0,O+,7.4,241.9,phD,47,13.44,2003,19,<20,heavy smokers,high,underweight,35-50,South America,b'ZZ932853T',71d9a20839ebcdf033d574ff0496786b32fc522c,BA6V
629,Rosie,Wright,F,1993-03-30,Iceland,United Kingdom,07700 900 159,S92 4LG,ZZ435984T,101703727,0,A+,7.4,404.4,other,25,35.18,1993,29,20-30,heavy smokers,high,overweight,19-34,Europe,b'ZZ435984T',16a6dae1e419ae474cd0b357368561d397e07c21,S92
630,Bruce,Curtis,M,1981-03-13,Moldova,United Kingdom,+44(0)7700900720,YO79 8GL,ZZ 58 57 13 T,114943781,0,B+,1.6,185.8,other,24,20.21,1981,41,40-50,heavy smokers,low,healthy,19-34,Europe,b'ZZ 58 57 13 T',81d088ea985891e61c4e6460fefb2c5c605ff187,YO79
631,Karen,Thomas,F,1974-01-17,Iceland,United Kingdom,+447700 900 310,PH2B 7XU,ZZ 14 24 81 T,14123737,0,A+,5.0,292.2,secondary,19,28.94,1974,48,40-50,heavy smokers,moderate,overweight,19-34,Europe,b'ZZ 14 24 81 T',6a79c893fbb7f2bf6f24b8f7b5b7940894e40e62,PH2B
632,Mary,Newman,F,1998-01-17,Guatemala,United Kingdom,07700 900 573,TN38 2WH,ZZ 00 83 03 T,84739355,0,O+,0.6,145.5,other,39,47.86,1998,24,20-30,intermediate smokers,low,overweight,35-50,North America,b'ZZ 00 83 03 T',d90b88711a8a584424fa357a47d57b1b8b0ed10e,TN38
633,Denise,Cooper,F,1986-05-15,American Samoa,United Kingdom,07700 900 836,AB9W 8BG,ZZ291698T,78621738,0,B+,4.2,229.1,primary,32,15.7,1986,36,30-40,heavy smokers,moderate,underweight,19-34,Oceania,b'ZZ291698T',2b815b4dc97558f458a78c8f124f84158cbfd36b,AB9W
634,Martin,Parker,M,1996-06-15,Italy,United Kingdom,+44(0)7700900716,S0 8DS,ZZ 004166 T,79601265,0,A+,7.6,174.3,bachelor,2,41.55,1996,26,20-30,intermediate smokers,high,overweight,2-18,Europe,b'ZZ 004166 T',7f1d5a9e698296840774e935df54197a72ef13f2,S0
635,Samuel,Edwards,M,1998-03-28,Kuwait,United Kingdom,07700 900 695,B6E 2JL,ZZ 090005 T,10667666,0,AB+,3.0,419.6,secondary,43,21.04,1998,24,20-30,heavy smokers,low,healthy,35-50,Asia,b'ZZ 090005 T',f8c7cc0d67379094fb15c9fcf6497610308f9b1c,B6E
636,Leah,Roberts,F,1978-01-26,Romania,United Kingdom,(07700) 900244,L4J 7LE,ZZ 33 01 50 T,74474303,0,A+,2.2,392.8,bachelor,14,20.98,1978,44,40-50,heavy smokers,low,healthy,2-18,Europe,b'ZZ 33 01 50 T',9450014612af35e03184e0c8cfae420f5efbb5a9,L4J
637,Gerard,Lucas,M,1992-03-01,Afghanistan,United Kingdom,+44(0)7700 900 627,N6S 0WB,ZZ603205T,59843328,0,A+,9.9,220.8,other,9,13.11,1992,31,30-40,heavy smokers,high,underweight,2-18,Asia,b'ZZ603205T',2ce4b53094a4a2ac8dfdc2c8c7da364b861c8c0a,N6S
638,Nicole,Rogers,F,1979-09-10,Serbia,United Kingdom,07700 900 882,W2 2RW,ZZ996225T,71321022,0,O+,2.5,123.4,secondary,47,10.86,1979,44,40-50,intermediate smokers,low,underweight,35-50,Europe,b'ZZ996225T',1b9e9dcd69285fbf3685f557e6320f3b32679760,W2
639,Anna,Burton,F,1977-06-15,Samoa,United Kingdom,+44(0)7700900677,DT1A 7GR,ZZ375693T,108066962,0,O+,9.9,47.8,secondary,39,41.73,1977,45,40-50,intermediate smokers,high,overweight,35-50,Oceania,b'ZZ375693T',6e73ce166398a90c99cd68f6f0977e9b5ebd309a,DT1A
640,Maureen,Parry,F,1963-03-26,Hong Kong,United Kingdom,+447700900006,E16 8HX,ZZ 35 77 67 T,64950316,0,O+,8.8,51.1,secondary,31,17.91,1963,59,50-60,intermediate smokers,high,underweight,19-34,Asia,b'ZZ 35 77 67 T',b95aca70e7ec7c69250157bf2879c99822c08fd7,E16
641,Angela,Palmer,F,1987-11-11,Cocos (Keeling) Islands,United Kingdom,07700 900 124,N0T 3NB,ZZ554217T,101324177,0,A+,6.9,7.7,bachelor,26,21.24,1987,36,30-40,light smokers,moderate,healthy,19-34,Asia,b'ZZ554217T',1478327ec4291cd4ae7704bc1d29fcdb5eec18ef,N0T
642,Sheila,Hutchinson,F,1991-01-06,Nepal,United Kingdom,07700 900 421,CF5M 6LR,ZZ 69 30 31 T,25933835,0,B-,8.1,253.7,bachelor,44,16.42,1991,32,30-40,heavy smokers,high,underweight,35-50,Asia,b'ZZ 69 30 31 T',6703557a4f0e4c9b8dc5fdd1d0e4a56ff1cbd526,CF5M
643,Ronald,Dale,M,1961-02-19,Norfolk Island,United Kingdom,+44(0)7700 900830,TF60 6GE,ZZ 635674 T,128987364,0,O+,3.3,479.3,masters,16,13.62,1961,61,60-70,heavy smokers,low,underweight,2-18,Oceania,b'ZZ 635674 T',92f513dd30b5b6d770701415d5f432340e16ab10,TF60
644,Jacob,Edwards,M,1971-05-20,Anguilla,United Kingdom,(07700) 900030,NP0Y 0AE,ZZ 724236 T,98144949,0,O-,8.9,437.4,secondary,40,25.16,1971,51,50-60,heavy smokers,high,overweight,35-50,North America,b'ZZ 724236 T',f6a46914aef97ae582b8f8245c87adcb5f3db5bc,NP0Y
645,Billy,Mason,M,1956-06-01,Mozambique,United Kingdom,+44(0)7700 900 816,SG87 9BA,ZZ 62 69 74 T,90620827,0,B+,5.3,119.1,secondary,21,31.74,1956,67,60-70,intermediate smokers,moderate,overweight,19-34,Africa,b'ZZ 62 69 74 T',123a9319b4391caaa5d3f37a0ee160542f476523,SG87
646,Kimberley,Andrews,F,1975-08-17,Maldives,United Kingdom,(07700) 900517,W7E 5LB,ZZ574843T,82148919,0,A+,5.2,19.7,secondary,12,32.16,1975,47,40-50,light smokers,moderate,overweight,2-18,Asia,b'ZZ574843T',bdc8f4af240719be1eeb673a4970d35966f4a12e,W7E
647,Katie,Jones,F,1970-07-14,Jersey,United Kingdom,(07700) 900495,CA15 7NT,ZZ838823T,60301804,0,O+,5.6,237.5,bachelor,13,24.8,1970,52,50-60,heavy smokers,moderate,healthy,2-18,Europe,b'ZZ838823T',da8313223fd6d286b871c3773ce2e443c938653a,CA15
648,Joan,Pritchard,F,1988-09-09,Kazakhstan,United Kingdom,+44(0)7700 900 623,M41 2NN,ZZ 612671 T,82871901,0,A-,2.8,0.3,primary,14,12.04,1988,35,30-40,light smokers,low,underweight,2-18,Asia,b'ZZ 612671 T',4869b316e705c552170fa7b7f8bdde6790a3ea97,M41
649,Glen,Evans,M,1989-01-22,Mali,United Kingdom,(07700)900884,G5J 3YW,ZZ 423477 T,88158301,0,O+,3.5,78.7,primary,20,16.66,1989,33,30-40,intermediate smokers,low,underweight,19-34,Africa,b'ZZ 423477 T',0d05bd7d08d90a92ffad1e01a21e910cf3dd483e,G5J
650,Jay,Chapman,M,1993-05-08,Heard Island and McDonald Islands,United Kingdom,07700 900 849,WS8R 9BZ,ZZ 79 26 59 T,25450473,0,A+,2.3,256.9,bachelor,45,40.91,1993,30,20-30,heavy smokers,low,overweight,35-50,Antarctica,b'ZZ 79 26 59 T',97a63e74eff28b4cf8e17793245075900c5e6ac9,WS8R
651,Marc,Smith,M,1997-04-16,Belize,United Kingdom,(07700) 900950,BT3 3JJ,ZZ460605T,96929027,0,AB+,0.4,95.4,masters,21,27.28,1997,25,20-30,intermediate smokers,low,overweight,19-34,North America,b'ZZ460605T',0c7f223f818add97e6faf2e8214eb2849adb7270,BT3
652,Judith,Robson,F,1957-03-22,Bolivia,United Kingdom,+447700900818,L2 9JF,ZZ 663295 T,54978117,0,O+,0.6,48.9,bachelor,20,25.28,1957,65,60-70,intermediate smokers,low,overweight,19-34,South America,b'ZZ 663295 T',a302dd52b2b350a4ba86b9d2daceba72da90166f,L2
653,Stacey,Taylor,F,1979-09-24,Cayman Islands,United Kingdom,07700900623,LD1 5RN,ZZ 246018 T,18717097,0,O+,0.3,367.6,primary,34,41.75,1979,43,40-50,heavy smokers,low,overweight,19-34,North America,b'ZZ 246018 T',10f9d33e32f87c66345a9dfa1adcdf7f6f9da76a,LD1
654,Shane,Mellor,M,1960-08-10,Burkina Faso,United Kingdom,(07700) 900628,SW4P 2GP,ZZ 57 74 81 T,22110619,0,O+,4.5,362.1,secondary,27,26.61,1960,63,60-70,heavy smokers,moderate,overweight,19-34,Africa,b'ZZ 57 74 81 T',4dcbca591fc8ca7f747201352a9f32f727e680e8,SW4P
655,Lee,O'Neill,M,1976-12-16,Ghana,United Kingdom,+44(0)7700 900 555,DG3 4YX,ZZ908782T,115584563,0,A+,1.4,70.7,masters,30,36.26,1976,46,40-50,intermediate smokers,low,overweight,19-34,Africa,b'ZZ908782T',52b78930c402a70a5342699f5fa4687eee46d63a,DG3
656,Carol,Page,F,1998-11-14,Grenada,United Kingdom,+447700900826,CB14 8YN,ZZ 850332 T,40514750,0,O+,8.7,109.0,other,6,20.11,1998,24,20-30,intermediate smokers,high,healthy,2-18,North America,b'ZZ 850332 T',1e54eafc2544f3f76363e8986397945c7ffb8394,CB14
657,Heather,Harrison,F,2001-09-14,Romania,United Kingdom,07700900522,L3B 2SF,ZZ 78 39 28 T,72387832,0,A+,2.2,219.6,other,32,14.07,2001,21,20-30,heavy smokers,low,underweight,19-34,Europe,b'ZZ 78 39 28 T',7361f0c7b19b7bddf39dc9a28890de933f4070af,L3B
658,Vincent,Gray,M,1977-12-03,United States,United Kingdom,+44(0)7700 900322,L1E 7QL,ZZ 101311 T,59975539,1,A+,7.7,322.0,bachelor,24,15.86,1977,46,40-50,heavy smokers,high,underweight,19-34,North America,b'ZZ 101311 T',17dee352dbcc6b89f75066eb95f2d06c4362da64,L1E
659,Simon,Matthews,M,1967-08-14,Niger,United Kingdom,(07700) 900 730,L90 8NG,ZZ287389T,45058842,0,O+,8.8,308.4,secondary,19,45.53,1967,55,50-60,heavy smokers,high,overweight,19-34,Africa,b'ZZ287389T',63e638237b8ca4e9386bb4bd5d9b88f6a4c38a07,L90
660,Louise,Allan,F,1978-09-19,Finland,United Kingdom,07700 900149,E9F 0TB,ZZ048425T,40661344,0,A+,3.9,182.2,masters,13,16.65,1978,44,40-50,heavy smokers,low,underweight,2-18,Europe,b'ZZ048425T',165ff1f236d559ec648d66b7a5f2f6c47e4a1ee4,E9F
661,Henry,Warren,M,1971-06-10,Slovakia,United Kingdom,07700 900982,G7S 9BS,ZZ 00 35 25 T,99363237,0,A-,1.6,45.0,bachelor,17,37.48,1971,52,50-60,intermediate smokers,low,overweight,2-18,Europe,b'ZZ 00 35 25 T',693b2f3bc8bb50f872d650fd68ca7d66950c77d5,G7S
662,Denise,Jones,F,1997-01-22,Morocco,United Kingdom,07700 900 703,S6B 8LB,ZZ 62 08 97 T,67527607,0,A+,9.0,25.7,primary,7,19.37,1997,25,20-30,light smokers,high,healthy,2-18,Africa,b'ZZ 62 08 97 T',1fcf06d98e7c915ceaf4e5b1729855a7764a5b9c,S6B
663,Joanne,Khan,F,1993-05-14,Morocco,United Kingdom,(07700)900293,BS50 6ZT,ZZ 736932 T,15124010,0,O+,9.6,91.4,secondary,8,20.49,1993,29,20-30,intermediate smokers,high,healthy,2-18,Africa,b'ZZ 736932 T',5cc578be44ad732a2c8b90c0a23bdab577278599,BS50
664,Amanda,Robinson,F,1998-11-26,Heard Island and McDonald Islands,United Kingdom,+447700 900398,JE7 8JR,ZZ 50 67 80 T,98512377,0,O-,7.1,264.1,bachelor,37,17.89,1998,24,20-30,heavy smokers,high,underweight,35-50,Antarctica,b'ZZ 50 67 80 T',381b109d876269c04f077f0f9e32cea4dfc46112,JE7
665,Paula,Marshall,F,1997-01-23,Nauru,United Kingdom,+447700 900 102,SA2V 3WY,ZZ 87 17 74 T,40741222,0,O-,0.6,168.5,bachelor,31,23.07,1997,25,20-30,intermediate smokers,low,healthy,19-34,Oceania,b'ZZ 87 17 74 T',ddadc0f449d571376b86a4d2fed798951bd7e7e9,SA2V
666,Nicholas,Edwards,M,1988-05-26,Lao People's Democratic Republic,United Kingdom,(07700) 900409,S3A 8FR,ZZ 39 11 15 T,27864216,0,B+,3.4,187.4,secondary,35,13.31,1988,34,30-40,heavy smokers,low,underweight,35-50,Asia,b'ZZ 39 11 15 T',dbeb8cff55158a52159b5e2aef4ace38f4507667,S3A
667,Fiona,Byrne,F,1990-07-04,Andorra,United Kingdom,07700 900 338,BD5 3EG,ZZ 73 41 11 T,12836398,0,A+,7.8,425.5,secondary,49,21.8,1990,33,30-40,heavy smokers,high,healthy,35-50,Europe,b'ZZ 73 41 11 T',0629e86847824c15d569ffa39996ca2678f3822c,BD5
668,Victoria,Harvey,F,1992-04-20,Gabon,United Kingdom,+447700 900 213,HU8X 6XR,ZZ 12 60 27 T,81521537,0,O+,3.5,444.4,primary,29,15.18,1992,30,20-30,heavy smokers,low,underweight,19-34,Africa,b'ZZ 12 60 27 T',2d85efd862f340e997d9c8afe2e42da7ea615aea,HU8X
669,Bethan,King,F,1975-04-27,Dominican Republic,United Kingdom,(07700) 900131,PO8 7QJ,ZZ 026395 T,35797032,0,A-,4.8,408.5,bachelor,29,36.96,1975,47,40-50,heavy smokers,moderate,overweight,19-34,North America,b'ZZ 026395 T',bff49cefd8cf1e31ab874142bcec8cd817500e4f,PO8
670,Clive,Rees,M,1961-09-07,Italy,United Kingdom,+44(0)7700900053,TD5Y 0TW,ZZ784509T,18344554,0,A+,4.4,421.8,other,42,27.51,1961,62,60-70,heavy smokers,moderate,overweight,35-50,Europe,b'ZZ784509T',caf80421c58f2f00894989e1ec8130afe322b8be,TD5Y
671,Rosie,Gardiner,F,1960-07-07,Thailand,United Kingdom,(07700) 900 053,OX0N 6PU,ZZ 12 18 42 T,93621742,0,O-,3.5,86.5,secondary,33,20.12,1960,63,60-70,intermediate smokers,low,healthy,19-34,Asia,b'ZZ 12 18 42 T',e71d06f3a69b186d8cb1e0a5e7ee436ec0816b44,OX0N
672,Damian,Clarke,M,1983-10-04,Argentina,United Kingdom,07700 900703,W73 8YH,ZZ 634852 T,16234815,0,O+,2.2,301.7,bachelor,27,14.53,1983,40,30-40,heavy smokers,low,underweight,19-34,South America,b'ZZ 634852 T',1e5d25df96f357227e0646479c0560795b655b69,W73
673,Donna,Watson,F,1994-02-19,Belgium,United Kingdom,(07700) 900077,EN9W 6GB,ZZ 396340 T,120552946,0,B+,0.8,154.1,primary,30,12.09,1994,28,20-30,intermediate smokers,low,underweight,19-34,Europe,b'ZZ 396340 T',357729cd05b4face7ddfed0b984607dc3d564b57,EN9W
674,Chloe,Gardiner,F,1974-05-14,Eritrea,United Kingdom,+447700 900566,DD8 0ZD,ZZ 53 78 71 T,29935185,0,A+,5.1,449.9,primary,29,29.18,1974,48,40-50,heavy smokers,moderate,overweight,19-34,Africa,b'ZZ 53 78 71 T',ee398af8613cfd332dbf5d60be9e5e6c7feb7259,DD8
675,Joseph,White,M,1961-04-26,Kuwait,United Kingdom,(07700)900003,SY28 1TT,ZZ 13 79 49 T,69971963,0,A+,3.8,75.3,secondary,20,32.13,1961,61,60-70,intermediate smokers,low,overweight,19-34,Asia,b'ZZ 13 79 49 T',67c1b616dfa3f96dad7df7581eb6e22698bf9bc8,SY28
676,Diana,Clark,F,1962-08-14,Botswana,United Kingdom,+44(0)7700 900 805,OX20 0TZ,ZZ651644T,89597851,0,O+,6.9,0.8,masters,46,28.85,1962,60,50-60,light smokers,moderate,overweight,35-50,Africa,b'ZZ651644T',8753c287ac39b974679a37608b300bf61d86ae8a,OX20
677,Neil,Baxter,M,1979-11-24,Switzerland,United Kingdom,(07700) 900153,W88 9LH,ZZ 150743 T,113885471,0,O+,6.3,112.5,other,12,34.19,1979,43,40-50,intermediate smokers,moderate,overweight,2-18,Europe,b'ZZ 150743 T',5658b40f61466b419b9f4e64664c2b9278f36850,W88
678,Alison,Jones,F,1985-03-09,Marshall Islands,United Kingdom,(07700)900428,M42 8LD,ZZ953130T,29057539,0,O-,2.0,110.2,bachelor,19,38.47,1985,38,30-40,intermediate smokers,low,overweight,19-34,Oceania,b'ZZ953130T',65de4c96932dc746ddc9eb8ae885cf47010f52bc,M42
679,Gregory,Wood,M,1981-03-22,Mauritius,United Kingdom,+447700 900 072,TA7W 6QS,ZZ 25 60 30 T,40223193,0,O-,2.3,386.7,primary,4,14.54,1981,41,40-50,heavy smokers,low,underweight,2-18,Africa,b'ZZ 25 60 30 T',c53cef97a8b091326b80ad5f852319656975b3fd,TA7W
680,Owen,Hayward,M,1993-05-21,Liberia,United Kingdom,(07700) 900 399,L1 1TB,ZZ 152449 T,78161515,0,O+,7.8,168.2,phD,42,14.46,1993,29,20-30,intermediate smokers,high,underweight,35-50,Africa,b'ZZ 152449 T',de476e51558a95a1fd18c0725bd8580575258194,L1
681,Georgia,Howe,F,1987-06-20,Jersey,United Kingdom,(07700) 900249,W8 3DE,ZZ957768T,33769499,0,A+,5.3,338.3,bachelor,44,17.48,1987,35,30-40,heavy smokers,moderate,underweight,35-50,Europe,b'ZZ957768T',31ce285d3dad8f65ded2d6992e3bd80a7b5d7607,W8
682,Joanna,O'Brien,F,1981-10-16,Turkey,United Kingdom,(07700) 900 029,FY3P 2BP,ZZ 68 35 54 T,34109294,0,O-,3.5,108.5,other,49,19.6,1981,41,40-50,intermediate smokers,low,healthy,35-50,Asia,b'ZZ 68 35 54 T',7cfeb92bae312a0403356c6bc9e8d12444f32ff5,FY3P
683,Elizabeth,Gray,F,1980-12-31,Greece,United Kingdom,(07700)900170,W58 6GU,ZZ565281T,55313137,0,A+,3.7,416.1,secondary,5,40.09,1980,42,40-50,heavy smokers,low,overweight,2-18,Europe,b'ZZ565281T',96983d8b5cb94ba4061bbe61fd5affadf4449ff8,W58
684,John,King,M,1957-05-11,Mauritius,United Kingdom,(07700) 900861,TA7X 1SA,ZZ772143T,126781083,0,A+,7.3,31.6,secondary,18,14.35,1957,66,60-70,light smokers,high,underweight,2-18,Africa,b'ZZ772143T',a9afdf24b995c98dc8f7215df8941bf2d6437dd9,TA7X
685,Marion,Jenkins,F,1976-08-14,Mauritius,United Kingdom,+44(0)7700900394,E6C 0EU,ZZ 84 40 48 T,122452002,0,O+,0.3,383.4,secondary,40,12.4,1976,46,40-50,heavy smokers,low,underweight,35-50,Africa,b'ZZ 84 40 48 T',f07e5a4d2612340395de5d7201be5ea84f1bd0ae,E6C
686,Jonathan,Parsons,M,1957-03-20,Samoa,United Kingdom,+447700 900 594,EN00 2UN,ZZ 992547 T,19141455,0,A+,5.2,358.3,bachelor,41,20.73,1957,65,60-70,heavy smokers,moderate,healthy,35-50,Oceania,b'ZZ 992547 T',408eecb91415f7ff65f1009098a4c70217c052f8,EN00
687,Oliver,Watson,M,2000-02-26,Brazil,United Kingdom,+447700 900568,M2H 8EG,ZZ 289053 T,56588233,0,O+,2.5,82.3,phD,5,18.46,2000,22,20-30,intermediate smokers,low,underweight,2-18,South America,b'ZZ 289053 T',c57e1b1b4f02889577301eef8cd713639f88777f,M2H
688,Amanda,Smith,F,1994-10-30,Samoa,United Kingdom,+44(0)7700 900 313,HX7V 3GL,ZZ 546925 T,65186011,0,A+,8.0,26.9,bachelor,23,28.85,1994,28,20-30,light smokers,high,overweight,19-34,Oceania,b'ZZ 546925 T',8dbce0e99c2b66b4f311cf0c267ccf0d7e31b0c8,HX7V
689,Sylvia,Davies,F,1982-07-11,Tokelau,United Kingdom,+44(0)7700900780,S9 3HR,ZZ 08 52 85 T,49039016,0,A+,4.1,455.2,secondary,14,21.04,1982,41,40-50,heavy smokers,moderate,healthy,2-18,Oceania,b'ZZ 08 52 85 T',5e7f97ac012eb92ed3ff21c9c074b69c7d83149d,S9
690,Brenda,Page,F,1960-04-19,Italy,United Kingdom,+44(0)7700 900171,LU9 9TP,ZZ 769283 T,93219183,0,O+,0.2,284.9,secondary,49,15.47,1960,62,60-70,heavy smokers,low,underweight,35-50,Europe,b'ZZ 769283 T',d51662f140c3768da0308b81d69c82755de7e006,LU9
691,Brenda,Payne,F,2002-07-14,Poland,United Kingdom,+44(0)7700 900806,ST7 8NU,ZZ 26 55 08 T,73472649,0,A+,7.0,420.7,primary,8,21.04,2002,20,<20,heavy smokers,high,healthy,2-18,Europe,b'ZZ 26 55 08 T',6a51df44b4bd605904c7ee78af56d50f76e5653b,ST7
692,Graham,Hunt,M,1994-04-23,Taiwan,United Kingdom,(07700) 900837,LL0B 1GU,ZZ093510T,83021297,1,A+,9.0,405.1,bachelor,28,27.24,1994,28,20-30,heavy smokers,high,overweight,19-34,Asia,b'ZZ093510T',fcb9ae0deb3524dc386c59b58f58dd0f66a9ee1b,LL0B
693,Tracey,Clarke,F,2001-04-05,French Polynesia,United Kingdom,+44(0)7700 900 512,OX3 4YN,ZZ 02 41 28 T,95495675,0,O+,1.7,493.0,masters,26,22.63,2001,22,20-30,heavy smokers,low,healthy,19-34,Oceania,b'ZZ 02 41 28 T',d5deeeef98f6124f6ec7d2556bffe13fc1d68398,OX3
694,Alison,Henderson,F,1956-01-02,South Georgia and the South Sandwich Islands,United Kingdom,+44(0)7700900392,N3J 2PH,ZZ997737T,61181625,0,O+,4.6,93.9,bachelor,29,19.14,1956,67,60-70,intermediate smokers,moderate,healthy,19-34,South America,b'ZZ997737T',519ecd29c5eacb598ae1926635508d263947493a,N3J
695,Melissa,Clark,F,1972-10-15,South Korea,United Kingdom,+44(0)7700 900639,BN32 5GE,ZZ 515259 T,58374607,0,B+,8.1,98.4,secondary,33,28.9,1972,50,40-50,intermediate smokers,high,overweight,19-34,Asia,b'ZZ 515259 T',9631939665060c16bf8c033092b73a3d5b98aa92,BN32
696,Louis,Fleming,M,1980-07-12,Lebanon,United Kingdom,+447700900266,TQ01 1NA,ZZ189806T,92236484,0,O+,8.1,395.3,phD,4,18.07,1980,43,40-50,heavy smokers,high,underweight,2-18,Asia,b'ZZ189806T',86527c2008b96db2827a9801bd4c8c0b5a9b5202,TQ01
697,Leanne,Ali,F,1983-11-10,Uganda,United Kingdom,+44(0)7700900728,MK5 5XW,ZZ533016T,19847775,0,O+,9.3,261.6,bachelor,27,12.12,1983,40,30-40,heavy smokers,high,underweight,19-34,Africa,b'ZZ533016T',49f55c96fb9fc3c4d2568bc67491f08a601636ce,MK5
698,Hollie,Green,F,1966-01-31,Taiwan,United Kingdom,(07700) 900953,G86 4ES,ZZ617404T,101684516,1,A-,1.6,57.9,secondary,35,27.41,1966,56,50-60,intermediate smokers,low,overweight,35-50,Asia,b'ZZ617404T',2febea6c7da22649bdbbe6da9d2cab606a9fee16,G86
699,Albert,Holland,M,1971-11-13,Solomon Islands,United Kingdom,(07700)900785,W61 5YF,ZZ603602T,116338077,0,A+,2.0,195.4,bachelor,30,10.99,1971,51,50-60,heavy smokers,low,underweight,19-34,Oceania,b'ZZ603602T',4d20e69adb934fe700de65fab17cc5bba2bb0075,W61
700,Stacey,Butler,F,1969-07-09,Yemen,United Kingdom,+447700 900074,SW7W 5JF,ZZ089296T,129592143,0,O+,7.7,286.2,masters,45,21.35,1969,54,50-60,heavy smokers,high,healthy,35-50,Asia,b'ZZ089296T',37fad64ddaec1862d17666d473ee258b971d8e93,SW7W
701,Stephanie,Wright,F,1989-12-22,Zambia,United Kingdom,(07700) 900 294,W9 2QE,ZZ988015T,72452916,0,O+,0.2,373.6,secondary,5,16.79,1989,33,30-40,heavy smokers,low,underweight,2-18,Africa,b'ZZ988015T',97d04c2ddbde8d83058d7e18394fce8954d50e77,W9
702,Jeremy,Williams,M,1983-12-02,Syrian Arab Republic,United Kingdom,07700900404,S9 2XL,ZZ 500569 T,10397282,0,A+,8.3,325.5,secondary,37,18.91,1983,40,30-40,heavy smokers,high,healthy,35-50,Asia,b'ZZ 500569 T',2fc376ff32858e0b27d9a7dd667ac62d640f507f,S9
703,Jasmine,Fowler,F,1980-05-15,United States of America,United Kingdom,+447700900373,E50 7NL,ZZ 694432 T,125477372,0,A-,7.7,268.0,phD,7,16.51,1980,42,40-50,heavy smokers,high,underweight,2-18,North America,b'ZZ 694432 T',adf7abffd2a421ecbdeeccc9d5bce5f8580b7ebf,E50
704,Marie,May,F,1969-07-14,Ireland,United Kingdom,(07700) 900345,M7 1TG,ZZ 737026 T,102855881,0,A+,1.9,186.7,secondary,11,27.91,1969,53,50-60,heavy smokers,low,overweight,2-18,Europe,b'ZZ 737026 T',3f796317927de8d84849265f636ef772b324e9a6,M7
705,Hollie,Carter,F,1968-11-23,Morocco,United Kingdom,+447700900639,M80 0ER,ZZ514029T,119542161,0,O+,5.0,306.3,bachelor,34,30.14,1968,54,50-60,heavy smokers,moderate,overweight,19-34,Africa,b'ZZ514029T',0c7be3862b93baa2e571cc0b7421f667dcf94d5b,M80
706,Sian,Howell,F,1976-03-27,Liechtenstein,United Kingdom,07700 900 867,L51 0BH,ZZ151525T,23078129,0,B+,2.2,386.6,bachelor,46,16.05,1976,46,40-50,heavy smokers,low,underweight,35-50,Europe,b'ZZ151525T',74db6b24bb883d76f2bc8da3f57c00dd61b3ab5c,L51
707,Deborah,Wilson,F,1960-04-02,Chile,United Kingdom,(07700) 900 525,L4W 2BZ,ZZ 18 94 84 T,39166656,0,A+,6.0,151.1,secondary,30,28.72,1960,63,60-70,intermediate smokers,moderate,overweight,19-34,South America,b'ZZ 18 94 84 T',23ec23528df15d18555e80e07ccc56b0f8ddd39a,L4W
708,Jemma,Hartley,F,1992-02-06,Netherlands,United Kingdom,07700900595,M4J 3XG,ZZ 36 61 82 T,25705144,0,A+,5.1,173.3,secondary,12,16.5,1992,31,30-40,intermediate smokers,moderate,underweight,2-18,Europe,b'ZZ 36 61 82 T',2187eff149246726325693350c729c4e5bcb80a7,M4J
709,Andrea,Allen,F,1985-06-07,Palau,United Kingdom,07700 900403,W9T 9JE,ZZ 827383 T,112877082,0,O+,4.7,237.0,phD,24,35.11,1985,38,30-40,heavy smokers,moderate,overweight,19-34,Oceania,b'ZZ 827383 T',16e94d69c3fadf65d52656b43623ec30e945ea48,W9T
710,Jane,Ali,F,1957-08-29,Andorra,United Kingdom,07700 900 056,PE9 5XY,ZZ634032T,34733929,0,AB+,4.0,293.7,secondary,10,19.58,1957,65,60-70,heavy smokers,moderate,healthy,2-18,Europe,b'ZZ634032T',57a28d9412a0f2f4c54b645277b168494025c576,PE9
711,Joshua,Foster,M,1973-05-30,Switzerland,United Kingdom,07700 900 127,PH2E 0JW,ZZ 195625 T,78004096,0,A+,0.4,162.0,secondary,38,24.83,1973,49,40-50,intermediate smokers,low,healthy,35-50,Europe,b'ZZ 195625 T',8dade25c1c3d46827221ef37087243c777b765ab,PH2E
